mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_estimators,param_classifier__min_samples_split,param_classifier__min_samples_leaf,param_classifier__max_features,param_classifier__max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.1941746870676675,0.14033405220742945,0.27461910247802734,0.05261630603769264,100,5,2,log2,,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'log2', 'classifier__max_depth': None}",0.9854838915484275,0.9864162133757783,0.9845287777214399,0.9854762942152152,0.00077056110591394,4
4.71464188893636,0.9731292755988913,0.2397762934366862,0.07173350448471921,100,10,4,log2,,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'log2', 'classifier__max_depth': None}",0.9843948894139835,0.9850942507847316,0.9836710964863788,0.984386745561698,0.0005810288466605234,6
2.907670021057129,0.08647469742267869,0.24320133527119955,0.031505115545539274,100,5,1,log2,20,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 'log2', 'classifier__max_depth': 20}",0.9850289706567825,0.9849318904665053,0.9840923770930229,0.9846844127387703,0.0004205042966190948,5
4.230887571970622,0.7883572776526321,0.2898283799489339,0.05352094536871611,100,10,2,sqrt,,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'sqrt', 'classifier__max_depth': None}",0.9870016945233213,0.9873302951673785,0.9860206198696927,0.9867842031867976,0.0005563507331646527,1
2.3598171869913735,0.16022697124767107,0.1642268498738607,0.02741536357535264,100,10,2,sqrt,10,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 10}",0.9802384812674233,0.9799784007576656,0.9784712889986562,0.9795627236745817,0.00077903046870171,8
3.0782086849212646,0.050103794745237046,0.29442286491394043,0.01673638310580043,100,5,1,sqrt,20,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 20}",0.9869935745074061,0.986641813817955,0.9858690196513883,0.986501469325583,0.00046970085405688514,2
7.113503138224284,0.9546015510191769,0.417036771774292,0.042971632972825746,200,2,4,sqrt,,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': None}",0.9863880533205844,0.986082012720745,0.9852338587367567,0.9859013082593621,0.0004882157044497735,3
4.432808081309001,0.27334599171687973,0.27631322542826336,0.047291602662173464,150,2,4,sqrt,15,"{'classifier__n_estimators': 150, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 15}",0.9843956894155512,0.9843970494182168,0.9830860956439776,0.9839596114925819,0.000617669229563266,7
